id,ip,layer,mac,dpid
27_30_11,10.27.30.11,3,00:00:00:1b:1e:0b,00000000001b1e0b
27_30_10,10.27.30.10,3,00:00:00:1b:1e:0a,00000000001b1e0a
27_30_17,10.27.30.17,3,00:00:00:1b:1e:11,00000000001b1e11
27_30_16,10.27.30.16,3,00:00:00:1b:1e:10,00000000001b1e10
27_30_15,10.27.30.15,3,00:00:00:1b:1e:0f,00000000001b1e0f
27_30_14,10.27.30.14,3,00:00:00:1b:1e:0e,00000000001b1e0e
11_12_18,10.11.12.18,3,00:00:00:0b:0c:12,00000000000b0c12
11_12_19,10.11.12.19,3,00:00:00:0b:0c:13,00000000000b0c13
18_11_27,10.18.11.27,3,00:00:00:12:0b:1b,0000000000120b1b
18_11_26,10.18.11.26,3,00:00:00:12:0b:1a,0000000000120b1a
17_23_8,10.17.23.8,3,00:00:00:11:17:08,0000000000111708
17_23_9,10.17.23.9,3,00:00:00:11:17:09,0000000000111709
18_11_23,10.18.11.23,3,00:00:00:12:0b:17,0000000000120b17
18_11_22,10.18.11.22,3,00:00:00:12:0b:16,0000000000120b16
11_12_10,10.11.12.10,3,00:00:00:0b:0c:0a,00000000000b0c0a
11_12_11,10.11.12.11,3,00:00:00:0b:0c:0b,00000000000b0c0b
11_12_12,10.11.12.12,3,00:00:00:0b:0c:0c,00000000000b0c0c
11_12_13,10.11.12.13,3,00:00:00:0b:0c:0d,00000000000b0c0d
11_12_14,10.11.12.14,3,00:00:00:0b:0c:0e,00000000000b0c0e
11_12_15,10.11.12.15,3,00:00:00:0b:0c:0f,00000000000b0c0f
11_12_16,10.11.12.16,3,00:00:00:0b:0c:10,00000000000b0c10
11_12_17,10.11.12.17,3,00:00:00:0b:0c:11,00000000000b0c11
45_2_9,10.45.2.9,3,00:00:00:2d:02:09,00000000002d0209
45_2_8,10.45.2.8,3,00:00:00:2d:02:08,00000000002d0208
44_23_26,10.44.23.26,3,00:00:00:2c:17:1a,00000000002c171a
20_3_9,10.20.3.9,3,00:00:00:14:03:09,0000000000140309
20_3_8,10.20.3.8,3,00:00:00:14:03:08,0000000000140308
20_3_7,10.20.3.7,3,00:00:00:14:03:07,0000000000140307
20_3_6,10.20.3.6,3,00:00:00:14:03:06,0000000000140306
20_3_5,10.20.3.5,3,00:00:00:14:03:05,0000000000140305
20_3_4,10.20.3.4,3,00:00:00:14:03:04,0000000000140304
20_3_3,10.20.3.3,3,00:00:00:14:03:03,0000000000140303
20_3_2,10.20.3.2,3,00:00:00:14:03:02,0000000000140302
45_2_7,10.45.2.7,3,00:00:00:2d:02:07,00000000002d0207
45_2_6,10.45.2.6,3,00:00:00:2d:02:06,00000000002d0206
46_29_20,10.46.29.20,3,00:00:00:2e:1d:14,00000000002e1d14
21_8_33,10.21.8.33,3,00:00:00:15:08:21,0000000000150821
21_8_32,10.21.8.32,3,00:00:00:15:08:20,0000000000150820
21_8_31,10.21.8.31,3,00:00:00:15:08:1f,000000000015081f
21_8_30,10.21.8.30,3,00:00:00:15:08:1e,000000000015081e
49_23_19,10.49.23.19,3,00:00:00:31:17:13,0000000000311713
56_24_20,10.56.24.20,3,00:00:00:38:18:14,0000000000381814
45_25_10,10.45.25.10,3,00:00:00:2d:19:0a,00000000002d190a
49_23_18,10.49.23.18,3,00:00:00:31:17:12,0000000000311712
46_29_25,10.46.29.25,3,00:00:00:2e:1d:19,00000000002e1d19
11_14_18,10.11.14.18,3,00:00:00:0b:0e:12,00000000000b0e12
11_14_19,10.11.14.19,3,00:00:00:0b:0e:13,00000000000b0e13
11_14_16,10.11.14.16,3,00:00:00:0b:0e:10,00000000000b0e10
11_14_17,10.11.14.17,3,00:00:00:0b:0e:11,00000000000b0e11
11_14_14,10.11.14.14,3,00:00:00:0b:0e:0e,00000000000b0e0e
11_14_15,10.11.14.15,3,00:00:00:0b:0e:0f,00000000000b0e0f
11_14_12,10.11.14.12,3,00:00:00:0b:0e:0c,00000000000b0e0c
11_14_13,10.11.14.13,3,00:00:00:0b:0e:0d,00000000000b0e0d
11_14_10,10.11.14.10,3,00:00:00:0b:0e:0a,00000000000b0e0a
11_14_11,10.11.14.11,3,00:00:00:0b:0e:0b,00000000000b0e0b
42_4_29,10.42.4.29,3,00:00:00:2a:04:1d,00000000002a041d
42_4_28,10.42.4.28,3,00:00:00:2a:04:1c,00000000002a041c
42_4_27,10.42.4.27,3,00:00:00:2a:04:1b,00000000002a041b
42_4_26,10.42.4.26,3,00:00:00:2a:04:1a,00000000002a041a
42_4_25,10.42.4.25,3,00:00:00:2a:04:19,00000000002a0419
42_4_24,10.42.4.24,3,00:00:00:2a:04:18,00000000002a0418
42_4_23,10.42.4.23,3,00:00:00:2a:04:17,00000000002a0417
42_4_22,10.42.4.22,3,00:00:00:2a:04:16,00000000002a0416
42_4_21,10.42.4.21,3,00:00:00:2a:04:15,00000000002a0415
42_4_20,10.42.4.20,3,00:00:00:2a:04:14,00000000002a0414
54_19_5,10.54.19.5,3,00:00:00:36:13:05,0000000000361305
25_9_30,10.25.9.30,3,00:00:00:19:09:1e,000000000019091e
25_9_31,10.25.9.31,3,00:00:00:19:09:1f,000000000019091f
25_9_32,10.25.9.32,3,00:00:00:19:09:20,0000000000190920
25_9_33,10.25.9.33,3,00:00:00:19:09:21,0000000000190921
11_16_14,10.11.16.14,3,00:00:00:0b:10:0e,00000000000b100e
11_16_15,10.11.16.15,3,00:00:00:0b:10:0f,00000000000b100f
11_16_16,10.11.16.16,3,00:00:00:0b:10:10,00000000000b1010
11_16_17,10.11.16.17,3,00:00:00:0b:10:11,00000000000b1011
11_16_10,10.11.16.10,3,00:00:00:0b:10:0a,00000000000b100a
11_16_11,10.11.16.11,3,00:00:00:0b:10:0b,00000000000b100b
11_16_12,10.11.16.12,3,00:00:00:0b:10:0c,00000000000b100c
11_16_13,10.11.16.13,3,00:00:00:0b:10:0d,00000000000b100d
49_23_17,10.49.23.17,3,00:00:00:31:17:11,0000000000311711
11_16_18,10.11.16.18,3,00:00:00:0b:10:12,00000000000b1012
11_16_19,10.11.16.19,3,00:00:00:0b:10:13,00000000000b1013
49_23_16,10.49.23.16,3,00:00:00:31:17:10,0000000000311710
53_30_27,10.53.30.27,3,00:00:00:35:1e:1b,0000000000351e1b
53_30_26,10.53.30.26,3,00:00:00:35:1e:1a,0000000000351e1a
53_30_25,10.53.30.25,3,00:00:00:35:1e:19,0000000000351e19
53_30_24,10.53.30.24,3,00:00:00:35:1e:18,0000000000351e18
53_30_23,10.53.30.23,3,00:00:00:35:1e:17,0000000000351e17
53_30_22,10.53.30.22,3,00:00:00:35:1e:16,0000000000351e16
53_30_21,10.53.30.21,3,00:00:00:35:1e:15,0000000000351e15
53_30_20,10.53.30.20,3,00:00:00:35:1e:14,0000000000351e14
62_25_5,10.62.25.5,3,00:00:00:3e:19:05,00000000003e1905
53_30_29,10.53.30.29,3,00:00:00:35:1e:1d,0000000000351e1d
53_30_28,10.53.30.28,3,00:00:00:35:1e:1c,0000000000351e1c
14_16_19,10.14.16.19,3,00:00:00:0e:10:13,00000000000e1013
14_16_18,10.14.16.18,3,00:00:00:0e:10:12,00000000000e1012
14_16_11,10.14.16.11,3,00:00:00:0e:10:0b,00000000000e100b
14_16_10,10.14.16.10,3,00:00:00:0e:10:0a,00000000000e100a
14_16_13,10.14.16.13,3,00:00:00:0e:10:0d,00000000000e100d
14_16_12,10.14.16.12,3,00:00:00:0e:10:0c,00000000000e100c
14_16_15,10.14.16.15,3,00:00:00:0e:10:0f,00000000000e100f
14_16_14,10.14.16.14,3,00:00:00:0e:10:0e,00000000000e100e
14_16_17,10.14.16.17,3,00:00:00:0e:10:11,00000000000e1011
14_16_16,10.14.16.16,3,00:00:00:0e:10:10,00000000000e1010
12_26_32,10.12.26.32,3,00:00:00:0c:1a:20,00000000000c1a20
12_26_33,10.12.26.33,3,00:00:00:0c:1a:21,00000000000c1a21
12_26_30,10.12.26.30,3,00:00:00:0c:1a:1e,00000000000c1a1e
12_26_31,10.12.26.31,3,00:00:00:0c:1a:1f,00000000000c1a1f
37_22_32,10.37.22.32,3,00:00:00:25:16:20,0000000000251620
12_25_28,10.12.25.28,3,00:00:00:0c:19:1c,00000000000c191c
12_25_29,10.12.25.29,3,00:00:00:0c:19:1d,00000000000c191d
14_14_19,10.14.14.19,3,00:00:00:0e:0e:13,00000000000e0e13
14_14_18,10.14.14.18,3,00:00:00:0e:0e:12,00000000000e0e12
12_25_24,10.12.25.24,3,00:00:00:0c:19:18,00000000000c1918
12_25_25,10.12.25.25,3,00:00:00:0c:19:19,00000000000c1919
12_25_26,10.12.25.26,3,00:00:00:0c:19:1a,00000000000c191a
12_25_27,10.12.25.27,3,00:00:00:0c:19:1b,00000000000c191b
12_25_20,10.12.25.20,3,00:00:00:0c:19:14,00000000000c1914
12_25_21,10.12.25.21,3,00:00:00:0c:19:15,00000000000c1915
12_25_22,10.12.25.22,3,00:00:00:0c:19:16,00000000000c1916
12_25_23,10.12.25.23,3,00:00:00:0c:19:17,00000000000c1917
39_0_29,10.39.0.29,3,00:00:00:27:00:1d,000000000027001d
39_0_28,10.39.0.28,3,00:00:00:27:00:1c,000000000027001c
51_27_5,10.51.27.5,3,00:00:00:33:1b:05,0000000000331b05
33_23_14,10.33.23.14,3,00:00:00:21:17:0e,000000000021170e
33_23_15,10.33.23.15,3,00:00:00:21:17:0f,000000000021170f
33_23_16,10.33.23.16,3,00:00:00:21:17:10,0000000000211710
11_18_18,10.11.18.18,3,00:00:00:0b:12:12,00000000000b1212
11_18_19,10.11.18.19,3,00:00:00:0b:12:13,00000000000b1213
11_18_12,10.11.18.12,3,00:00:00:0b:12:0c,00000000000b120c
11_18_13,10.11.18.13,3,00:00:00:0b:12:0d,00000000000b120d
11_18_10,10.11.18.10,3,00:00:00:0b:12:0a,00000000000b120a
11_18_11,10.11.18.11,3,00:00:00:0b:12:0b,00000000000b120b
11_18_16,10.11.18.16,3,00:00:00:0b:12:10,00000000000b1210
11_18_17,10.11.18.17,3,00:00:00:0b:12:11,00000000000b1211
11_18_14,10.11.18.14,3,00:00:00:0b:12:0e,00000000000b120e
11_18_15,10.11.18.15,3,00:00:00:0b:12:0f,00000000000b120f
12_9_29,10.12.9.29,3,00:00:00:0c:09:1d,00000000000c091d
12_9_28,10.12.9.28,3,00:00:00:0c:09:1c,00000000000c091c
46_30_30,10.46.30.30,3,00:00:00:2e:1e:1e,00000000002e1e1e
46_30_31,10.46.30.31,3,00:00:00:2e:1e:1f,00000000002e1e1f
24_3_7,10.24.3.7,3,00:00:00:18:03:07,0000000000180307
24_3_6,10.24.3.6,3,00:00:00:18:03:06,0000000000180306
24_3_5,10.24.3.5,3,00:00:00:18:03:05,0000000000180305
24_3_4,10.24.3.4,3,00:00:00:18:03:04,0000000000180304
12_9_21,10.12.9.21,3,00:00:00:0c:09:15,00000000000c0915
12_9_20,10.12.9.20,3,00:00:00:0c:09:14,00000000000c0914
12_9_23,10.12.9.23,3,00:00:00:0c:09:17,00000000000c0917
12_9_22,10.12.9.22,3,00:00:00:0c:09:16,00000000000c0916
12_9_25,10.12.9.25,3,00:00:00:0c:09:19,00000000000c0919
12_9_24,10.12.9.24,3,00:00:00:0c:09:18,00000000000c0918
12_9_27,10.12.9.27,3,00:00:00:0c:09:1b,00000000000c091b
12_9_26,10.12.9.26,3,00:00:00:0c:09:1a,00000000000c091a
58_10_9,10.58.10.9,3,00:00:00:3a:0a:09,00000000003a0a09
60_6_4,10.60.6.4,3,00:00:00:3c:06:04,00000000003c0604
61_25_30,10.61.25.30,3,00:00:00:3d:19:1e,00000000003d191e
38_30_2,10.38.30.2,3,00:00:00:26:1e:02,0000000000261e02
60_6_5,10.60.6.5,3,00:00:00:3c:06:05,00000000003c0605
42_0_24,10.42.0.24,3,00:00:00:2a:00:18,00000000002a0018
48_2_29,10.48.2.29,3,00:00:00:30:02:1d,000000000030021d
48_2_28,10.48.2.28,3,00:00:00:30:02:1c,000000000030021c
48_2_27,10.48.2.27,3,00:00:00:30:02:1b,000000000030021b
48_2_26,10.48.2.26,3,00:00:00:30:02:1a,000000000030021a
48_2_25,10.48.2.25,3,00:00:00:30:02:19,0000000000300219
48_2_24,10.48.2.24,3,00:00:00:30:02:18,0000000000300218
48_2_23,10.48.2.23,3,00:00:00:30:02:17,0000000000300217
48_2_22,10.48.2.22,3,00:00:00:30:02:16,0000000000300216
48_2_21,10.48.2.21,3,00:00:00:30:02:15,0000000000300215
39_22_30,10.39.22.30,3,00:00:00:27:16:1e,000000000027161e
5_28_20,10.5.28.20,3,00:00:00:05:1c:14,0000000000051c14
5_28_21,10.5.28.21,3,00:00:00:05:1c:15,0000000000051c15
5_28_22,10.5.28.22,3,00:00:00:05:1c:16,0000000000051c16
5_28_23,10.5.28.23,3,00:00:00:05:1c:17,0000000000051c17
5_28_24,10.5.28.24,3,00:00:00:05:1c:18,0000000000051c18
5_28_25,10.5.28.25,3,00:00:00:05:1c:19,0000000000051c19
5_28_26,10.5.28.26,3,00:00:00:05:1c:1a,0000000000051c1a
5_28_27,10.5.28.27,3,00:00:00:05:1c:1b,0000000000051c1b
5_28_28,10.5.28.28,3,00:00:00:05:1c:1c,0000000000051c1c
5_28_29,10.5.28.29,3,00:00:00:05:1c:1d,0000000000051c1d
24_10_19,10.24.10.19,3,00:00:00:18:0a:13,0000000000180a13
25_28_5,10.25.28.5,3,00:00:00:19:1c:05,0000000000191c05
63_1_32,10.63.1.32,3,00:00:00:3f:01:20,00000000003f0120
63_1_33,10.63.1.33,3,00:00:00:3f:01:21,00000000003f0121
63_1_30,10.63.1.30,3,00:00:00:3f:01:1e,00000000003f011e
63_1_31,10.63.1.31,3,00:00:00:3f:01:1f,00000000003f011f
17_14_18,10.17.14.18,3,00:00:00:11:0e:12,0000000000110e12
17_14_19,10.17.14.19,3,00:00:00:11:0e:13,0000000000110e13
57_19_5,10.57.19.5,3,00:00:00:39:13:05,0000000000391305
57_19_4,10.57.19.4,3,00:00:00:39:13:04,0000000000391304
57_19_3,10.57.19.3,3,00:00:00:39:13:03,0000000000391303
57_19_2,10.57.19.2,3,00:00:00:39:13:02,0000000000391302
17_14_10,10.17.14.10,3,00:00:00:11:0e:0a,0000000000110e0a
17_14_11,10.17.14.11,3,00:00:00:11:0e:0b,0000000000110e0b
17_14_12,10.17.14.12,3,00:00:00:11:0e:0c,0000000000110e0c
17_14_13,10.17.14.13,3,00:00:00:11:0e:0d,0000000000110e0d
17_14_14,10.17.14.14,3,00:00:00:11:0e:0e,0000000000110e0e
17_14_15,10.17.14.15,3,00:00:00:11:0e:0f,0000000000110e0f
17_14_16,10.17.14.16,3,00:00:00:11:0e:10,0000000000110e10
17_14_17,10.17.14.17,3,00:00:00:11:0e:11,0000000000110e11
57_17_12,10.57.17.12,3,00:00:00:39:11:0c,000000000039110c
36_4_6,10.36.4.6,3,00:00:00:24:04:06,0000000000240406
52_24_16,10.52.24.16,3,00:00:00:34:18:10,0000000000341810
24_14_29,10.24.14.29,3,00:00:00:18:0e:1d,0000000000180e1d
24_14_28,10.24.14.28,3,00:00:00:18:0e:1c,0000000000180e1c
8_24_5,10.8.24.5,3,00:00:00:08:18:05,0000000000081805
24_14_22,10.24.14.22,3,00:00:00:18:0e:16,0000000000180e16
24_14_21,10.24.14.21,3,00:00:00:18:0e:15,0000000000180e15
24_14_20,10.24.14.20,3,00:00:00:18:0e:14,0000000000180e14
24_14_27,10.24.14.27,3,00:00:00:18:0e:1b,0000000000180e1b
24_14_26,10.24.14.26,3,00:00:00:18:0e:1a,0000000000180e1a
24_14_25,10.24.14.25,3,00:00:00:18:0e:19,0000000000180e19
24_14_24,10.24.14.24,3,00:00:00:18:0e:18,0000000000180e18
12_12_26,10.12.12.26,3,00:00:00:0c:0c:1a,00000000000c0c1a
12_12_27,10.12.12.27,3,00:00:00:0c:0c:1b,00000000000c0c1b
12_12_24,10.12.12.24,3,00:00:00:0c:0c:18,00000000000c0c18
12_12_25,10.12.12.25,3,00:00:00:0c:0c:19,00000000000c0c19
12_12_22,10.12.12.22,3,00:00:00:0c:0c:16,00000000000c0c16
12_12_23,10.12.12.23,3,00:00:00:0c:0c:17,00000000000c0c17
12_12_20,10.12.12.20,3,00:00:00:0c:0c:14,00000000000c0c14
12_12_21,10.12.12.21,3,00:00:00:0c:0c:15,00000000000c0c15
49_4_24,10.49.4.24,3,00:00:00:31:04:18,0000000000310418
12_12_28,10.12.12.28,3,00:00:00:0c:0c:1c,00000000000c0c1c
12_12_29,10.12.12.29,3,00:00:00:0c:0c:1d,00000000000c0c1d
49_4_25,10.49.4.25,3,00:00:00:31:04:19,0000000000310419
49_4_22,10.49.4.22,3,00:00:00:31:04:16,0000000000310416
49_4_23,10.49.4.23,3,00:00:00:31:04:17,0000000000310417
51_31_31,10.51.31.31,3,00:00:00:33:1f:1f,0000000000331f1f
51_31_30,10.51.31.30,3,00:00:00:33:1f:1e,0000000000331f1e
51_31_33,10.51.31.33,3,00:00:00:33:1f:21,0000000000331f21
51_31_32,10.51.31.32,3,00:00:00:33:1f:20,0000000000331f20
49_4_20,10.49.4.20,3,00:00:00:31:04:14,0000000000310414
49_4_21,10.49.4.21,3,00:00:00:31:04:15,0000000000310415
34_3_30,10.34.3.30,3,00:00:00:22:03:1e,000000000022031e
34_3_31,10.34.3.31,3,00:00:00:22:03:1f,000000000022031f
34_3_32,10.34.3.32,3,00:00:00:22:03:20,0000000000220320
34_3_33,10.34.3.33,3,00:00:00:22:03:21,0000000000220321
24_9_28,10.24.9.28,3,00:00:00:18:09:1c,000000000018091c
24_9_29,10.24.9.29,3,00:00:00:18:09:1d,000000000018091d
24_9_24,10.24.9.24,3,00:00:00:18:09:18,0000000000180918
24_9_25,10.24.9.25,3,00:00:00:18:09:19,0000000000180919
24_9_26,10.24.9.26,3,00:00:00:18:09:1a,000000000018091a
24_9_27,10.24.9.27,3,00:00:00:18:09:1b,000000000018091b
24_9_20,10.24.9.20,3,00:00:00:18:09:14,0000000000180914
24_9_21,10.24.9.21,3,00:00:00:18:09:15,0000000000180915
24_9_22,10.24.9.22,3,00:00:00:18:09:16,0000000000180916
24_9_23,10.24.9.23,3,00:00:00:18:09:17,0000000000180917
49_4_28,10.49.4.28,3,00:00:00:31:04:1c,000000000031041c
49_4_29,10.49.4.29,3,00:00:00:31:04:1d,000000000031041d
40_8_27,10.40.8.27,3,00:00:00:28:08:1b,000000000028081b
40_8_26,10.40.8.26,3,00:00:00:28:08:1a,000000000028081a
14_30_28,10.14.30.28,3,00:00:00:0e:1e:1c,00000000000e1e1c
14_30_29,10.14.30.29,3,00:00:00:0e:1e:1d,00000000000e1e1d
14_30_24,10.14.30.24,3,00:00:00:0e:1e:18,00000000000e1e18
14_30_25,10.14.30.25,3,00:00:00:0e:1e:19,00000000000e1e19
12_22_25,10.12.22.25,3,00:00:00:0c:16:19,00000000000c1619
14_30_27,10.14.30.27,3,00:00:00:0e:1e:1b,00000000000e1e1b
14_30_20,10.14.30.20,3,00:00:00:0e:1e:14,00000000000e1e14
14_30_21,10.14.30.21,3,00:00:00:0e:1e:15,00000000000e1e15
